id_Encuesta;Identificación;Género;Tipo de Cliente;Edad;Tipo de Viaje;Clase;Distancia de Vuelo;Servicio de wifi a bordo;Hora de salida/llegada conveniente;Facilidad de reserva en línea;Ubicación de la puerta;Comida y bebida;Embarque en línea;Comodidad del asiento;Entretenimiento a bordo;Servicio a bordo;Servicio de espacio para las piernas;Manejo de equipaje;Servicio de facturación;Servicio a bordo;Limpieza;Retraso en la salida en minutos;Retraso en la llegada en minutos;Satisfacción
2011;106850;Masculino;Leal Cliente;54;Personal Viaje;Eco;1733;2;3;2;5;1;2;1;1;5;2;4;3;1;1;28;14.0;neutral o insatisfecho/a
2012;39478;Masculino;Leal Cliente;26;Negocios Viaje;Business;3376;3;3;3;3;3;3;3;3;4;3;4;4;3;3;56;49.0;neutral o insatisfecho/a
2013;94305;Femenino;Leal Cliente;58;Negocios Viaje;Business;248;5;5;5;5;4;5;4;5;5;5;5;5;5;4;0;0.0;satisfecho/a
2014;59706;Femenino;Leal Cliente;13;Personal Viaje;Eco;861;2;5;3;3;2;3;2;2;3;3;4;3;4;2;0;21.0;neutral o insatisfecho/a
2015;12883;Femenino;Leal Cliente;55;Negocios Viaje;Eco;809;5;1;1;1;2;1;2;5;5;5;5;5;5;2;0;0.0;satisfecho/a
2016;40410;Femenino;Leal Cliente;43;Negocios Viaje;Business;2920;4;4;3;4;5;2;2;5;5;5;4;1;5;5;0;0.0;satisfecho/a
2017;81230;Femenino;Leal Cliente;57;Negocios Viaje;Business;3967;3;3;3;3;5;5;5;4;4;4;5;5;4;5;0;0.0;satisfecho/a
2018;17844;Masculino;Leal Cliente;30;Negocios Viaje;Eco Plus;505;4;3;3;3;4;4;4;4;4;5;3;5;4;4;0;0.0;satisfecho/a
2019;61987;Femenino;Leal Cliente;49;Negocios Viaje;Business;2475;3;3;3;3;2;4;4;5;5;5;5;4;5;3;0;0.0;satisfecho/a
2020;48586;Femenino;Leal Cliente;24;Personal Viaje;Eco;853;2;4;3;1;3;3;3;3;4;2;4;5;4;3;0;11.0;neutral o insatisfecho/a
2021;69935;Femenino;Leal Cliente;59;Negocios Viaje;Business;2174;3;3;3;3;3;3;5;4;4;5;4;5;4;5;0;0.0;satisfecho/a
2022;114974;Masculino;Leal Cliente;44;Negocios Viaje;Business;3691;4;4;4;4;4;5;5;4;4;4;4;3;4;3;46;33.0;satisfecho/a
2023;123886;Femenino;Desleal Cliente;37;Negocios Viaje;Eco;173;1;3;1;3;4;1;4;4;3;2;1;1;1;4;0;0.0;neutral o insatisfecho/a
2024;102875;Femenino;Desleal Cliente;25;Negocios Viaje;Eco;472;4;0;4;5;3;4;3;3;3;4;3;2;2;3;0;0.0;satisfecho/a
2025;55049;Femenino;Leal Cliente;53;Negocios Viaje;Business;1346;2;2;3;2;5;5;4;4;4;5;4;3;4;3;2;0.0;satisfecho/a
2026;69832;Femenino;Desleal Cliente;21;Negocios Viaje;Business;1055;5;5;5;3;5;5;5;5;4;3;4;3;4;5;12;4.0;satisfecho/a
2027;114318;Femenino;Leal Cliente;64;Personal Viaje;Eco;850;3;5;3;2;5;4;5;2;2;3;2;5;2;3;0;0.0;neutral o insatisfecho/a
2028;16546;Femenino;Desleal Cliente;35;Negocios Viaje;Eco Plus;1134;1;1;1;5;2;1;2;2;1;4;2;3;2;2;1;5.0;neutral o insatisfecho/a
2029;55251;Femenino;Leal Cliente;17;Personal Viaje;Eco;1009;4;2;4;2;2;4;5;2;2;3;3;2;2;2;0;0.0;neutral o insatisfecho/a
2030;56875;Femenino;Desleal Cliente;20;Negocios Viaje;Business;2434;5;5;5;2;5;4;4;5;4;4;4;4;5;4;2;0.0;satisfecho/a
2031;105676;Masculino;Leal Cliente;58;Negocios Viaje;Business;3463;1;1;1;1;3;5;5;5;5;5;5;5;5;4;0;5.0;satisfecho/a
2032;14702;Masculino;Leal Cliente;38;Negocios Viaje;Eco;419;3;4;3;4;3;3;3;3;2;2;3;4;4;3;1;0.0;neutral o insatisfecho/a
2033;40847;Masculino;Leal Cliente;9;Personal Viaje;Eco;574;4;5;4;3;2;4;2;2;5;2;5;5;4;2;0;1.0;satisfecho/a
2034;39059;Femenino;Desleal Cliente;16;Negocios Viaje;Eco;784;0;0;0;2;1;0;1;1;5;5;4;4;4;1;0;0.0;satisfecho/a
2035;8658;Masculino;Leal Cliente;50;Negocios Viaje;Business;227;4;4;4;4;3;4;4;5;5;5;5;4;5;5;0;0.0;satisfecho/a
2036;43862;Femenino;Leal Cliente;37;Negocios Viaje;Business;2950;0;4;0;2;4;4;4;5;5;5;5;2;5;3;0;0.0;satisfecho/a
2037;109435;Femenino;Leal Cliente;52;Negocios Viaje;Business;1538;4;4;4;4;4;5;5;2;2;2;2;3;2;3;69;48.0;satisfecho/a
2038;25873;Femenino;Desleal Cliente;29;Negocios Viaje;Business;907;2;2;2;1;4;2;4;4;3;2;4;4;4;4;93;91.0;neutral o insatisfecho/a
2039;7979;Masculino;Leal Cliente;60;Negocios Viaje;Business;2845;4;5;4;4;4;5;5;4;4;4;4;3;4;4;46;45.0;satisfecho/a
2040;108078;Masculino;Leal Cliente;45;Negocios Viaje;Business;997;5;5;5;5;5;5;4;4;4;4;4;5;4;3;0;12.0;satisfecho/a
2041;123659;Femenino;Desleal Cliente;21;Negocios Viaje;Business;214;4;0;4;5;5;4;5;5;4;2;4;5;5;5;0;0.0;satisfecho/a
2042;90036;Masculino;Desleal Cliente;39;Negocios Viaje;Business;957;1;0;0;5;3;0;3;3;5;5;4;4;5;3;62;55.0;neutral o insatisfecho/a
2043;44351;Femenino;Leal Cliente;52;Negocios Viaje;Business;2798;3;3;3;3;5;4;4;5;2;5;5;4;4;4;136;125.0;satisfecho/a
2044;7661;Femenino;Desleal Cliente;40;Negocios Viaje;Business;604;3;2;2;3;3;2;3;3;1;2;3;2;4;3;0;0.0;neutral o insatisfecho/a
2045;27798;Masculino;Desleal Cliente;38;Negocios Viaje;Eco;1448;1;1;1;2;4;1;4;4;3;2;2;1;3;4;7;0.0;neutral o insatisfecho/a
2046;116652;Femenino;Desleal Cliente;26;Negocios Viaje;Business;358;3;4;3;1;3;3;3;3;4;2;4;4;5;3;0;0.0;neutral o insatisfecho/a
2047;92078;Masculino;Leal Cliente;17;Negocios Viaje;Business;1589;3;4;4;4;3;3;3;3;3;4;3;3;3;3;0;0.0;neutral o insatisfecho/a
2048;92099;Femenino;Leal Cliente;16;Negocios Viaje;Business;1535;5;5;5;5;4;4;4;4;5;4;1;2;4;4;0;0.0;satisfecho/a
2049;11082;Masculino;Leal Cliente;15;Personal Viaje;Eco;309;3;4;3;1;3;3;1;3;5;3;4;5;4;3;5;16.0;neutral o insatisfecho/a
2050;112959;Femenino;Leal Cliente;62;Personal Viaje;Eco;1164;1;4;1;1;4;4;5;4;4;1;4;5;4;5;29;25.0;neutral o insatisfecho/a
2051;102298;Masculino;Leal Cliente;35;Negocios Viaje;Business;1882;1;1;1;1;3;5;5;4;4;4;5;5;4;4;2;0.0;satisfecho/a
2052;64496;Masculino;Leal Cliente;52;Negocios Viaje;Business;190;1;1;1;1;3;2;3;4;4;4;1;3;4;3;0;0.0;neutral o insatisfecho/a
2053;68780;Femenino;Desleal Cliente;25;Negocios Viaje;Eco;926;2;2;2;3;4;2;4;4;4;3;4;2;3;4;10;6.0;neutral o insatisfecho/a
2054;121694;Femenino;Leal Cliente;61;Personal Viaje;Eco Plus;328;2;2;2;4;2;3;3;5;5;2;5;2;5;1;8;3.0;neutral o insatisfecho/a
2055;12841;Femenino;Leal Cliente;29;Personal Viaje;Eco;489;2;3;2;3;3;2;3;3;4;4;3;3;4;3;13;12.0;neutral o insatisfecho/a
2056;19282;Masculino;Leal Cliente;79;Negocios Viaje;Eco Plus;430;5;2;2;2;5;5;5;5;4;5;3;5;5;5;0;0.0;satisfecho/a
2057;4534;Femenino;Leal Cliente;8;Personal Viaje;Eco;677;3;4;3;1;3;3;3;3;2;1;1;1;5;3;0;0.0;neutral o insatisfecho/a
2058;128695;Masculino;Desleal Cliente;24;Negocios Viaje;Business;1235;5;0;5;4;5;5;4;5;4;2;5;5;5;5;0;0.0;satisfecho/a
2059;119633;Femenino;Desleal Cliente;43;Negocios Viaje;Business;1727;2;1;1;4;5;2;3;5;5;5;4;5;5;5;17;47.0;neutral o insatisfecho/a
2060;58442;Femenino;Leal Cliente;20;Personal Viaje;Eco;733;1;5;1;1;1;1;1;1;5;5;5;1;5;1;0;0.0;neutral o insatisfecho/a
2061;19037;Femenino;Leal Cliente;24;Negocios Viaje;Eco Plus;788;4;2;1;2;4;4;4;4;5;3;5;3;2;4;0;0.0;satisfecho/a
2062;58669;Femenino;Desleal Cliente;36;Negocios Viaje;Business;867;4;4;4;4;4;4;3;4;4;5;5;3;5;4;29;49.0;neutral o insatisfecho/a
2063;129152;Femenino;Desleal Cliente;26;Negocios Viaje;Business;679;3;5;3;4;1;3;1;1;3;4;5;4;4;1;0;0.0;neutral o insatisfecho/a
2064;89332;Femenino;Desleal Cliente;38;Negocios Viaje;Business;1587;3;3;3;2;5;3;5;5;3;5;5;4;5;5;0;18.0;neutral o insatisfecho/a
2065;35046;Masculino;Leal Cliente;43;Negocios Viaje;Business;1746;5;5;5;5;4;4;5;4;4;4;4;3;4;5;0;0.0;satisfecho/a
2066;102314;Masculino;Desleal Cliente;39;Negocios Viaje;Eco;397;3;0;3;3;2;3;2;2;3;3;4;2;4;2;29;22.0;neutral o insatisfecho/a
2067;30321;Masculino;Leal Cliente;61;Negocios Viaje;Business;3346;4;4;4;4;4;3;1;5;5;5;5;1;5;2;17;25.0;satisfecho/a
2068;108708;Femenino;Leal Cliente;45;Negocios Viaje;Business;425;1;1;1;1;1;2;2;1;1;1;1;2;1;1;28;22.0;neutral o insatisfecho/a
2069;54119;Femenino;Leal Cliente;41;Negocios Viaje;Eco;1372;5;4;4;4;5;5;5;5;4;2;2;1;2;5;0;0.0;satisfecho/a
2070;74349;Femenino;Leal Cliente;59;Negocios Viaje;Business;1464;1;1;1;1;4;4;4;5;5;5;5;4;5;4;0;0.0;satisfecho/a
2071;13770;Masculino;Leal Cliente;35;Negocios Viaje;Eco;925;4;3;3;3;4;4;4;4;4;5;4;4;5;4;34;35.0;satisfecho/a
2072;129765;Masculino;Leal Cliente;21;Personal Viaje;Eco;308;4;3;4;2;3;4;3;3;3;2;4;1;2;3;0;0.0;satisfecho/a
2073;6210;Masculino;Leal Cliente;38;Negocios Viaje;Business;462;4;4;4;4;3;5;4;5;5;5;5;5;5;3;0;0.0;satisfecho/a
2074;89387;Masculino;Desleal Cliente;23;Negocios Viaje;Eco;134;2;4;2;4;4;2;4;4;1;1;3;3;3;4;15;6.0;neutral o insatisfecho/a
2075;3223;Femenino;Leal Cliente;41;Negocios Viaje;Business;2901;3;2;2;2;3;2;3;3;3;3;3;4;3;3;0;10.0;neutral o insatisfecho/a
2076;92002;Masculino;Leal Cliente;51;Negocios Viaje;Business;1532;5;5;5;5;4;5;5;4;4;5;4;5;4;4;0;0.0;satisfecho/a
2077;47806;Masculino;Desleal Cliente;19;Negocios Viaje;Eco;315;5;2;5;3;2;5;2;2;1;1;4;3;2;2;0;0.0;satisfecho/a
2078;67708;Femenino;Leal Cliente;38;Negocios Viaje;Business;2944;2;2;2;2;3;5;4;2;2;2;2;5;2;3;4;0.0;satisfecho/a
2079;113954;Masculino;Desleal Cliente;36;Negocios Viaje;Business;1706;2;2;2;5;4;2;4;4;4;5;3;3;5;4;0;0.0;neutral o insatisfecho/a
2080;22053;Femenino;Leal Cliente;27;Negocios Viaje;Business;304;4;4;4;4;5;5;5;5;2;2;3;3;4;5;0;0.0;satisfecho/a
2081;83444;Femenino;Leal Cliente;55;Negocios Viaje;Business;946;3;3;3;3;5;4;4;2;2;2;2;3;2;5;2;0.0;satisfecho/a
2082;1908;Masculino;Desleal Cliente;46;Negocios Viaje;Business;383;4;4;4;4;3;4;2;3;5;4;4;5;5;3;25;7.0;satisfecho/a
2083;117675;Masculino;Desleal Cliente;31;Negocios Viaje;Business;1814;1;1;1;2;1;1;1;1;3;2;4;3;5;1;0;0.0;neutral o insatisfecho/a
2084;459;Masculino;Leal Cliente;59;Negocios Viaje;Business;134;1;1;1;1;2;4;4;4;4;4;5;3;4;5;0;10.0;satisfecho/a
2085;24804;Masculino;Leal Cliente;31;Personal Viaje;Business;894;4;4;4;2;3;4;1;3;3;2;4;5;4;3;14;11.0;neutral o insatisfecho/a
2086;87641;Masculino;Leal Cliente;36;Negocios Viaje;Eco;606;2;3;3;3;2;2;2;2;2;3;4;3;3;2;0;0.0;neutral o insatisfecho/a
2087;61087;Masculino;Leal Cliente;41;Personal Viaje;Eco;1546;3;5;3;2;2;3;2;2;5;5;5;3;5;2;0;0.0;neutral o insatisfecho/a
2088;89068;Masculino;Desleal Cliente;25;Negocios Viaje;Eco;732;5;5;5;3;4;5;4;4;3;2;4;5;4;4;0;0.0;satisfecho/a
2089;88680;Femenino;Leal Cliente;31;Personal Viaje;Eco;444;2;4;2;3;1;2;1;1;4;1;2;3;1;1;0;0.0;neutral o insatisfecho/a
2090;27794;Femenino;Leal Cliente;47;Negocios Viaje;Business;1448;3;3;3;3;4;2;2;3;3;3;3;5;3;3;2;0.0;satisfecho/a
2091;35815;Masculino;Leal Cliente;43;Negocios Viaje;Business;1677;5;5;5;5;4;2;4;2;2;2;2;1;2;2;0;0.0;satisfecho/a
2092;20977;Masculino;Leal Cliente;64;Personal Viaje;Eco;689;3;3;3;4;1;3;1;1;2;4;3;3;4;1;73;66.0;neutral o insatisfecho/a
2093;68418;Femenino;Leal Cliente;53;Personal Viaje;Eco;1045;3;5;3;3;4;5;5;3;3;3;3;3;3;3;0;0.0;neutral o insatisfecho/a
2094;3668;Masculino;Leal Cliente;65;Negocios Viaje;Eco;431;4;5;5;5;4;4;4;4;4;2;2;4;1;4;70;85.0;neutral o insatisfecho/a
2095;88597;Masculino;Leal Cliente;56;Personal Viaje;Eco;366;3;4;1;1;4;1;4;4;3;4;5;1;3;4;2;2.0;neutral o insatisfecho/a
2096;121184;Femenino;Leal Cliente;62;Personal Viaje;Eco;2402;3;3;3;5;3;5;5;2;2;3;1;5;3;5;0;17.0;neutral o insatisfecho/a
2097;112036;Femenino;Leal Cliente;58;Negocios Viaje;Business;2948;4;4;4;4;2;5;4;4;4;5;4;3;4;5;0;0.0;satisfecho/a
2098;123423;Masculino;Leal Cliente;64;Personal Viaje;Eco;1337;3;5;3;3;4;3;4;4;5;5;4;4;5;4;0;8.0;neutral o insatisfecho/a
2099;44212;Femenino;Desleal Cliente;38;Negocios Viaje;Business;222;1;1;1;5;5;1;3;5;4;4;4;4;5;5;0;0.0;neutral o insatisfecho/a
2100;65610;Masculino;Desleal Cliente;35;Negocios Viaje;Eco;175;2;0;2;2;4;2;2;4;5;1;2;4;4;4;0;0.0;neutral o insatisfecho/a
2101;73530;Femenino;Desleal Cliente;39;Negocios Viaje;Business;594;3;3;3;4;5;3;5;5;4;2;5;5;5;5;7;5.0;neutral o insatisfecho/a
2102;63779;Femenino;Desleal Cliente;27;Negocios Viaje;Business;1721;2;2;2;2;4;2;4;4;5;2;5;5;4;4;60;47.0;neutral o insatisfecho/a
2103;52260;Masculino;Leal Cliente;44;Negocios Viaje;Eco;261;5;5;5;5;5;5;5;5;2;1;1;4;5;5;0;0.0;satisfecho/a
2104;13210;Femenino;Leal Cliente;57;Negocios Viaje;Business;2084;3;4;3;4;3;2;3;3;3;2;3;1;3;1;0;2.0;neutral o insatisfecho/a
2105;31077;Femenino;Leal Cliente;29;Negocios Viaje;Eco Plus;641;0;0;0;3;4;0;4;4;4;3;1;4;5;4;0;0.0;satisfecho/a
2106;34755;Masculino;Leal Cliente;56;Negocios Viaje;Eco;264;2;4;4;4;2;2;2;2;1;4;2;2;3;2;0;0.0;neutral o insatisfecho/a
2107;60891;Femenino;Desleal Cliente;37;Negocios Viaje;Business;420;2;2;2;2;2;2;2;2;3;4;5;4;5;2;14;39.0;neutral o insatisfecho/a
2108;73502;Femenino;Desleal Cliente;25;Negocios Viaje;Business;1197;5;0;5;2;5;3;3;4;5;4;5;3;4;3;154;149.0;satisfecho/a
2109;10327;Femenino;Leal Cliente;57;Negocios Viaje;Business;3582;1;1;1;1;2;4;5;5;5;5;5;4;5;5;0;0.0;satisfecho/a
2110;90094;Femenino;Desleal Cliente;23;Negocios Viaje;Eco;983;2;2;2;3;2;2;3;2;3;3;3;1;3;2;0;0.0;neutral o insatisfecho/a
2111;79416;Masculino;Leal Cliente;25;Personal Viaje;Eco;502;2;2;2;4;3;2;3;3;2;1;4;2;3;3;18;13.0;neutral o insatisfecho/a
2112;98342;Femenino;Leal Cliente;29;Negocios Viaje;Business;1046;5;5;5;5;5;4;5;5;5;3;4;4;5;5;0;0.0;satisfecho/a
2113;10554;Masculino;Leal Cliente;45;Negocios Viaje;Business;2150;3;3;3;3;2;5;5;3;3;3;3;3;3;5;34;35.0;satisfecho/a
2114;74817;Masculino;Leal Cliente;12;Personal Viaje;Eco Plus;1188;1;5;1;1;2;1;2;2;4;5;3;5;4;2;0;2.0;neutral o insatisfecho/a
2115;120053;Femenino;Desleal Cliente;32;Negocios Viaje;Business;237;3;3;3;3;4;3;2;4;3;2;5;3;4;4;0;43.0;neutral o insatisfecho/a
2116;69288;Femenino;Leal Cliente;44;Negocios Viaje;Business;2968;1;1;1;1;2;5;5;5;5;5;5;5;5;5;0;0.0;satisfecho/a
2117;97200;Masculino;Leal Cliente;58;Personal Viaje;Eco;1211;1;1;0;3;5;0;5;5;3;4;4;3;3;5;9;22.0;neutral o insatisfecho/a
2118;45203;Femenino;Leal Cliente;49;Negocios Viaje;Business;2496;3;5;2;5;5;1;1;3;3;3;3;4;3;1;44;31.0;neutral o insatisfecho/a
2119;129132;Femenino;Leal Cliente;49;Negocios Viaje;Business;3618;2;2;2;2;2;4;5;4;4;4;4;5;4;3;0;0.0;satisfecho/a
2120;39727;Masculino;Leal Cliente;34;Negocios Viaje;Eco;298;4;2;2;2;4;4;4;4;1;4;4;2;3;4;0;0.0;satisfecho/a
2121;37564;Masculino;Leal Cliente;37;Negocios Viaje;Business;3444;3;3;3;3;3;5;2;4;4;4;4;2;4;4;0;0.0;satisfecho/a
2122;118326;Masculino;Desleal Cliente;25;Negocios Viaje;Business;602;1;0;1;4;5;1;5;5;4;5;4;3;4;5;0;0.0;neutral o insatisfecho/a
2123;100389;Masculino;Leal Cliente;37;Personal Viaje;Eco;1073;3;4;4;4;2;4;2;2;3;4;5;3;5;2;0;0.0;neutral o insatisfecho/a
2124;65506;Femenino;Leal Cliente;27;Personal Viaje;Eco Plus;1303;4;5;4;1;2;4;2;2;4;2;4;2;4;2;0;0.0;neutral o insatisfecho/a
2125;74094;Masculino;Desleal Cliente;47;Negocios Viaje;Business;769;2;2;2;5;2;2;2;2;5;5;5;4;4;2;0;0.0;neutral o insatisfecho/a
2126;59007;Femenino;Leal Cliente;59;Negocios Viaje;Business;1744;5;5;5;5;3;4;5;4;4;4;4;3;4;3;0;0.0;satisfecho/a
2127;105632;Masculino;Leal Cliente;60;Negocios Viaje;Business;3301;2;2;2;2;2;4;5;4;4;4;4;3;4;4;19;27.0;satisfecho/a
2128;59032;Masculino;Leal Cliente;24;Negocios Viaje;Business;1726;3;1;1;1;3;2;3;3;1;2;3;1;4;3;2;0.0;neutral o insatisfecho/a
2129;5418;Masculino;Desleal Cliente;40;Negocios Viaje;Business;589;3;3;3;2;2;3;2;2;3;4;5;5;4;2;21;6.0;satisfecho/a
2130;110905;Masculino;Leal Cliente;22;Negocios Viaje;Eco;581;3;3;3;3;3;3;4;3;2;5;3;1;3;3;1;2.0;neutral o insatisfecho/a
2131;98945;Masculino;Leal Cliente;44;Negocios Viaje;Business;1778;2;2;2;2;2;5;5;4;4;4;4;4;4;5;23;20.0;satisfecho/a
2132;37810;Masculino;Leal Cliente;32;Personal Viaje;Eco Plus;1028;2;2;2;3;4;2;4;4;2;1;3;2;4;4;69;63.0;neutral o insatisfecho/a
2133;16940;Masculino;Leal Cliente;45;Negocios Viaje;Business;1776;3;2;2;2;3;4;4;3;3;3;3;1;3;1;0;0.0;neutral o insatisfecho/a
2134;112638;Femenino;Leal Cliente;31;Personal Viaje;Eco Plus;639;4;1;4;4;1;4;1;1;2;2;3;3;3;1;0;7.0;neutral o insatisfecho/a
2135;112380;Masculino;Leal Cliente;59;Negocios Viaje;Business;3243;3;3;3;3;4;4;4;5;5;5;5;5;5;4;57;44.0;satisfecho/a
2136;102377;Femenino;Desleal Cliente;25;Negocios Viaje;Eco;258;3;4;3;3;5;3;2;5;3;2;5;5;1;5;1;5.0;neutral o insatisfecho/a
2137;125132;Masculino;Leal Cliente;68;Personal Viaje;Eco;361;4;4;4;5;3;4;3;3;5;4;4;5;5;3;0;0.0;satisfecho/a
2138;3099;Femenino;Leal Cliente;25;Personal Viaje;Eco;594;0;2;0;4;2;2;2;2;4;3;3;2;4;2;0;3.0;satisfecho/a
2139;102558;Femenino;Leal Cliente;8;Personal Viaje;Eco;236;1;4;1;4;3;1;3;3;5;5;5;5;5;3;9;14.0;neutral o insatisfecho/a
2140;126687;Femenino;Leal Cliente;56;Negocios Viaje;Business;2402;4;4;4;4;4;3;4;5;5;5;5;3;5;3;26;0.0;satisfecho/a
2141;42322;Masculino;Leal Cliente;26;Personal Viaje;Eco;817;1;2;1;2;4;1;4;4;2;2;2;4;3;4;0;0.0;neutral o insatisfecho/a
2142;2990;Masculino;Leal Cliente;52;Negocios Viaje;Business;522;3;3;3;3;5;4;5;5;5;5;5;4;5;3;0;4.0;satisfecho/a
2143;102781;Masculino;Leal Cliente;60;Negocios Viaje;Business;2385;5;5;5;5;5;4;5;4;4;4;4;3;4;4;15;0.0;satisfecho/a
2144;47909;Masculino;Leal Cliente;56;Negocios Viaje;Business;3912;1;1;1;1;5;3;3;4;4;3;1;3;4;1;29;20.0;neutral o insatisfecho/a
2145;26745;Masculino;Leal Cliente;54;Personal Viaje;Business;859;1;4;1;3;4;5;4;3;3;1;2;3;3;3;0;6.0;neutral o insatisfecho/a
2146;8699;Masculino;Desleal Cliente;17;Negocios Viaje;Business;227;2;1;2;4;1;2;1;1;1;3;4;4;4;1;0;0.0;neutral o insatisfecho/a
2147;136;Femenino;Leal Cliente;43;Negocios Viaje;Business;2029;2;2;2;2;2;5;4;4;4;4;4;4;4;4;4;15.0;satisfecho/a
2148;95403;Femenino;Leal Cliente;39;Personal Viaje;Eco;239;4;5;4;3;3;4;3;3;3;4;4;5;4;3;61;57.0;neutral o insatisfecho/a
2149;14586;Femenino;Desleal Cliente;25;Negocios Viaje;Eco;986;2;2;2;4;2;2;2;2;2;4;3;1;4;2;4;10.0;neutral o insatisfecho/a
2150;118660;Femenino;Desleal Cliente;45;Negocios Viaje;Eco;304;3;4;3;4;4;3;2;4;3;4;4;2;4;4;23;21.0;neutral o insatisfecho/a
2151;26291;Femenino;Desleal Cliente;22;Negocios Viaje;Eco;1199;4;4;4;4;4;4;4;4;5;1;2;1;2;4;0;33.0;satisfecho/a
2152;19874;Masculino;Leal Cliente;16;Negocios Viaje;Business;2912;5;5;5;5;5;5;5;5;5;4;5;3;4;5;0;0.0;satisfecho/a
2153;47113;Femenino;Leal Cliente;70;Negocios Viaje;Business;3405;4;4;4;4;2;1;3;2;2;2;2;2;2;2;11;0.0;satisfecho/a
2154;26413;Femenino;Leal Cliente;30;Negocios Viaje;Eco Plus;1249;5;4;4;4;5;5;5;5;2;1;4;2;1;5;1;0.0;satisfecho/a
2155;23807;Masculino;Leal Cliente;33;Personal Viaje;Eco;374;2;4;2;4;4;2;4;4;3;5;4;5;4;4;0;24.0;neutral o insatisfecho/a
2156;53657;Femenino;Leal Cliente;32;Negocios Viaje;Business;2762;2;2;4;2;3;3;3;3;5;2;4;5;5;3;0;0.0;satisfecho/a
2157;54780;Masculino;Leal Cliente;52;Personal Viaje;Eco Plus;854;2;5;1;3;4;1;4;4;3;3;4;4;5;4;0;0.0;neutral o insatisfecho/a
2158;36903;Femenino;Leal Cliente;30;Negocios Viaje;Eco;2072;3;4;4;4;3;3;3;3;2;1;4;2;4;3;56;79.0;neutral o insatisfecho/a
2159;30055;Femenino;Desleal Cliente;39;Negocios Viaje;Eco;183;3;5;3;2;1;3;1;1;4;1;4;5;1;1;0;0.0;neutral o insatisfecho/a
2160;93237;Masculino;Leal Cliente;39;Personal Viaje;Eco;1694;3;4;2;4;2;2;5;2;3;1;4;1;1;2;6;3.0;neutral o insatisfecho/a
2161;34021;Femenino;Leal Cliente;60;Personal Viaje;Eco;1598;2;2;2;4;5;4;4;4;4;2;4;1;4;4;0;0.0;neutral o insatisfecho/a
2162;3052;Femenino;Leal Cliente;58;Negocios Viaje;Business;2529;3;3;3;3;5;4;5;3;3;4;3;4;3;4;0;0.0;satisfecho/a
2163;68626;Masculino;Leal Cliente;40;Negocios Viaje;Business;2433;5;5;5;5;3;4;4;5;5;5;5;3;5;3;0;0.0;satisfecho/a
2164;77784;Femenino;Leal Cliente;30;Personal Viaje;Eco;696;2;5;2;3;5;2;5;5;4;3;4;4;4;5;4;0.0;neutral o insatisfecho/a
2165;18571;Femenino;Leal Cliente;44;Negocios Viaje;Business;201;2;2;2;2;1;2;5;5;5;5;5;5;5;4;0;0.0;satisfecho/a
2166;89098;Masculino;Leal Cliente;42;Negocios Viaje;Business;1947;5;5;5;5;5;4;4;5;5;5;5;5;5;4;3;0.0;satisfecho/a
2167;126711;Masculino;Desleal Cliente;46;Negocios Viaje;Business;2521;3;3;3;3;5;3;5;5;4;3;4;3;4;5;0;0.0;neutral o insatisfecho/a
2168;72895;Femenino;Leal Cliente;21;Personal Viaje;Business;1096;1;3;1;3;5;1;1;5;2;1;4;1;4;5;31;33.0;neutral o insatisfecho/a
2169;8306;Femenino;Leal Cliente;51;Negocios Viaje;Business;3596;1;1;1;1;5;5;5;5;5;5;5;3;5;5;0;0.0;satisfecho/a
2170;79018;Femenino;Desleal Cliente;33;Negocios Viaje;Business;356;2;3;3;2;4;3;4;4;5;2;5;3;5;4;0;0.0;neutral o insatisfecho/a
2171;52591;Masculino;Leal Cliente;37;Negocios Viaje;Eco;119;3;5;5;5;3;3;3;3;3;2;4;2;4;3;3;1.0;neutral o insatisfecho/a
2172;824;Femenino;Leal Cliente;54;Negocios Viaje;Business;2538;0;0;0;1;4;5;4;4;4;4;4;3;4;3;0;1.0;satisfecho/a
2173;42625;Femenino;Leal Cliente;44;Negocios Viaje;Business;2913;2;2;2;2;3;2;5;3;3;4;3;4;3;2;0;0.0;satisfecho/a
2174;104537;Masculino;Leal Cliente;72;Negocios Viaje;Eco;856;4;4;4;4;4;4;4;4;2;3;3;2;4;4;20;3.0;satisfecho/a
2175;45319;Masculino;Desleal Cliente;43;Negocios Viaje;Eco;188;3;2;4;4;5;4;5;5;3;4;4;2;3;5;0;0.0;neutral o insatisfecho/a
2176;116198;Masculino;Leal Cliente;34;Personal Viaje;Eco;417;3;5;3;3;2;3;5;2;5;5;2;4;5;2;0;0.0;neutral o insatisfecho/a
2177;120322;Femenino;Leal Cliente;23;Personal Viaje;Eco;268;1;3;0;3;2;0;2;2;3;2;4;2;3;2;0;0.0;neutral o insatisfecho/a
2178;89016;Femenino;Leal Cliente;54;Negocios Viaje;Business;1947;1;3;3;3;5;3;2;1;1;1;1;3;1;1;5;0.0;neutral o insatisfecho/a
2179;97468;Masculino;Leal Cliente;14;Negocios Viaje;Eco;822;2;1;2;1;2;3;2;2;1;4;3;1;4;2;26;13.0;neutral o insatisfecho/a
2180;117414;Femenino;Leal Cliente;52;Negocios Viaje;Business;1460;1;1;4;1;5;4;4;5;5;5;5;3;5;3;0;1.0;satisfecho/a
